id,type,sectionId,sectionName,webPublicationDate,webTitle,webUrl,apiUrl,isHosted,pillarId,pillarName
news/2025/mar/12/the-long-wave-ramadan-traditions-across-the-diaspora,article,news,News,2025-03-12T12:17:24Z,"The Long Wave: From aseeda to Vimto, Ramadan traditions across the diaspora",https://www.theguardian.com/news/2025/mar/12/the-long-wave-ramadan-traditions-across-the-diaspora,https://content.guardianapis.com/news/2025/mar/12/the-long-wave-ramadan-traditions-across-the-diaspora,False,pillar/news,News
us-news/2025/feb/06/trump-family-conflicts-of-interest,article,us-news,US news,2025-02-06T11:00:49Z,Which Trump family members and in-laws have conflicts of interest?,https://www.theguardian.com/us-news/2025/feb/06/trump-family-conflicts-of-interest,https://content.guardianapis.com/us-news/2025/feb/06/trump-family-conflicts-of-interest,False,pillar/news,News
football/2025/jan/15/ecuador-copa-america-femenina-moving-the-goalposts,article,football,Football,2025-01-15T11:50:06Z,Moving the Goalposts | ‘We’re witnessing extraordinary change’: Ecuador get ready for Copa América Femenina,https://www.theguardian.com/football/2025/jan/15/ecuador-copa-america-femenina-moving-the-goalposts,https://content.guardianapis.com/football/2025/jan/15/ecuador-copa-america-femenina-moving-the-goalposts,False,pillar/sport,Sport
global-development/2025/jan/28/charities-reeling-from-usaid-freeze-warn-of-life-or-death-effects,article,global-development,Global development,2025-01-28T13:04:14Z,Charities reeling from USAid freeze warn of ‘life or death’ effects,https://www.theguardian.com/global-development/2025/jan/28/charities-reeling-from-usaid-freeze-warn-of-life-or-death-effects,https://content.guardianapis.com/global-development/2025/jan/28/charities-reeling-from-usaid-freeze-warn-of-life-or-death-effects,False,pillar/news,News
law/2025/feb/07/international-criminal-court-condemns-trump-sanctions-on-its-staff,article,law,Law,2025-02-07T22:46:41Z,Dozens of countries speak out against Trump sanctions on ICC,https://www.theguardian.com/law/2025/feb/07/international-criminal-court-condemns-trump-sanctions-on-its-staff,https://content.guardianapis.com/law/2025/feb/07/international-criminal-court-condemns-trump-sanctions-on-its-staff,False,pillar/news,News
football/2025/mar/19/road-to-the-2026-world-cup-how-is-it-shaping-up-with-48-places-at-stake,article,football,Football,2025-03-19T10:00:54Z,Road to the 2026 World Cup: how is it shaping up with 48 places at stake?,https://www.theguardian.com/football/2025/mar/19/road-to-the-2026-world-cup-how-is-it-shaping-up-with-48-places-at-stake,https://content.guardianapis.com/football/2025/mar/19/road-to-the-2026-world-cup-how-is-it-shaping-up-with-48-places-at-stake,False,pillar/sport,Sport
global-development/2025/mar/18/global-health-trump-usaid-cuts-hiv-aids-2030-drugs-vaccine-research-africa,article,global-development,Global development,2025-03-18T11:09:26Z, ‘It’s back to drug rationing’: the end of HIV was in sight. Then came the cuts ,https://www.theguardian.com/global-development/2025/mar/18/global-health-trump-usaid-cuts-hiv-aids-2030-drugs-vaccine-research-africa,https://content.guardianapis.com/global-development/2025/mar/18/global-health-trump-usaid-cuts-hiv-aids-2030-drugs-vaccine-research-africa,False,pillar/news,News
commentisfree/2025/jan/07/british-politics-elon-musk-women-girls,article,commentisfree,Opinion,2025-01-07T14:11:26Z,"How low will British politics go? Ask Elon, master of the Muskoverse – he’ll decide | Marina Hyde",https://www.theguardian.com/commentisfree/2025/jan/07/british-politics-elon-musk-women-girls,https://content.guardianapis.com/commentisfree/2025/jan/07/british-politics-elon-musk-women-girls,False,pillar/opinion,Opinion
football/2025/mar/07/the-haaland-safari-bryne-celebrates-its-famous-son-in-norways-newest-tourist-attraction,article,football,Football,2025-03-07T20:00:02Z,The Haaland safari: Bryne celebrates its famous son in Norway’s newest tourist attraction,https://www.theguardian.com/football/2025/mar/07/the-haaland-safari-bryne-celebrates-its-famous-son-in-norways-newest-tourist-attraction,https://content.guardianapis.com/football/2025/mar/07/the-haaland-safari-bryne-celebrates-its-famous-son-in-norways-newest-tourist-attraction,False,pillar/sport,Sport
news/2025/mar/05/trinidad-and-tobago-carnival-celebrates-african-roots,article,news,News,2025-03-05T12:26:43Z,The Long Wave: Trinidad and Tobago carnival celebrates African roots,https://www.theguardian.com/news/2025/mar/05/trinidad-and-tobago-carnival-celebrates-african-roots,https://content.guardianapis.com/news/2025/mar/05/trinidad-and-tobago-carnival-celebrates-african-roots,False,pillar/news,News
society/2025/jan/05/a-glimpse-of-hope-how-observer-readers-are-helping-mend-broken-lives-in-war-torn-lands,article,society,Society,2025-01-05T08:00:13Z,‘A glimpse of hope’: how Observer readers are helping mend broken lives in war-torn lands,https://www.theguardian.com/society/2025/jan/05/a-glimpse-of-hope-how-observer-readers-are-helping-mend-broken-lives-in-war-torn-lands,https://content.guardianapis.com/society/2025/jan/05/a-glimpse-of-hope-how-observer-readers-are-helping-mend-broken-lives-in-war-torn-lands,False,pillar/news,News
news/2025/feb/05/heir-today-gone-tomorrow-why-more-countries-are-ditching-the-uk-monarchy,article,news,News,2025-02-05T12:17:16Z,The Long Wave: Why more countries are ditching the British monarchy,https://www.theguardian.com/news/2025/feb/05/heir-today-gone-tomorrow-why-more-countries-are-ditching-the-uk-monarchy,https://content.guardianapis.com/news/2025/feb/05/heir-today-gone-tomorrow-why-more-countries-are-ditching-the-uk-monarchy,False,pillar/news,News
music/2025/feb/03/from-drakes-humiliation-to-doechiis-breakthrough-the-talking-points-from-the-2025-grammys,article,music,Music,2025-02-03T14:27:50Z,From Drake’s humiliation to Doechii’s coronation: the talking points from the 2025 Grammys,https://www.theguardian.com/music/2025/feb/03/from-drakes-humiliation-to-doechiis-breakthrough-the-talking-points-from-the-2025-grammys,https://content.guardianapis.com/music/2025/feb/03/from-drakes-humiliation-to-doechiis-breakthrough-the-talking-points-from-the-2025-grammys,False,pillar/arts,Arts
news/2025/jan/28/the-wickedest-poet-caleb-femis-tender-ode-to-black-nightlife-in-london,article,news,News,2025-01-29T12:18:53Z,The Long Wave: Poet Caleb Femi’s tender ode to Black nightlife in London,https://www.theguardian.com/news/2025/jan/28/the-wickedest-poet-caleb-femis-tender-ode-to-black-nightlife-in-london,https://content.guardianapis.com/news/2025/jan/28/the-wickedest-poet-caleb-femis-tender-ode-to-black-nightlife-in-london,False,pillar/news,News
artanddesign/2025/mar/16/new-designers-to-look-out-for-in-2025-from-3d-printed-buildings-to-fuzzy-chairs-made-from-agave,article,artanddesign,Art and design,2025-03-16T14:00:19Z,New designers to look out for in 2025 – from 3D printed buildings to fuzzy chairs made from agave,https://www.theguardian.com/artanddesign/2025/mar/16/new-designers-to-look-out-for-in-2025-from-3d-printed-buildings-to-fuzzy-chairs-made-from-agave,https://content.guardianapis.com/artanddesign/2025/mar/16/new-designers-to-look-out-for-in-2025-from-3d-printed-buildings-to-fuzzy-chairs-made-from-agave,False,pillar/arts,Arts
stage/2025/jan/01/chills-chuckles-and-cate-blanchett-in-chekhov-the-best-theatre-dance-and-comedy-coming-in-2025,article,stage,Stage,2025-01-01T14:00:16Z,"Chills, chuckles and Cate Blanchett in Chekhov: the best theatre, dance and comedy coming in 2025",https://www.theguardian.com/stage/2025/jan/01/chills-chuckles-and-cate-blanchett-in-chekhov-the-best-theatre-dance-and-comedy-coming-in-2025,https://content.guardianapis.com/stage/2025/jan/01/chills-chuckles-and-cate-blanchett-in-chekhov-the-best-theatre-dance-and-comedy-coming-in-2025,False,pillar/arts,Arts
world/2025/jan/14/tuesday-briefing-what-ukraine-might-gain-from-its-north-korean-captives,article,world,World news,2025-01-14T06:48:28Z,Tuesday briefing: What Ukraine might gain from two North Korean captives,https://www.theguardian.com/world/2025/jan/14/tuesday-briefing-what-ukraine-might-gain-from-its-north-korean-captives,https://content.guardianapis.com/world/2025/jan/14/tuesday-briefing-what-ukraine-might-gain-from-its-north-korean-captives,False,pillar/news,News
football/live/2025/mar/14/wsl-clockwatch-everton-arsenal-liverpool-manchester-united-live,liveblog,football,Football,2025-03-14T21:40:55Z,"WSL clockwatch: Everton 1-3 Arsenal, Liverpool 3-1 Manchester United – as it happened",https://www.theguardian.com/football/live/2025/mar/14/wsl-clockwatch-everton-arsenal-liverpool-manchester-united-live,https://content.guardianapis.com/football/live/2025/mar/14/wsl-clockwatch-everton-arsenal-liverpool-manchester-united-live,False,pillar/sport,Sport
politics/live/2025/jan/22/keir-starmer-kemi-badenoch-knives-online-pmqs-uk-politics-live-news,liveblog,politics,Politics,2025-01-22T17:45:15Z,"Royal Navy ships mobilised to respond to Russian spy ship in North Sea, defence secretary tells MPs – as it happened",https://www.theguardian.com/politics/live/2025/jan/22/keir-starmer-kemi-badenoch-knives-online-pmqs-uk-politics-live-news,https://content.guardianapis.com/politics/live/2025/jan/22/keir-starmer-kemi-badenoch-knives-online-pmqs-uk-politics-live-news,False,pillar/news,News
football/live/2025/mar/03/nottingham-forest-v-ipswich-fa-cup-fifth-round-live,liveblog,football,Football,2025-03-03T22:44:05Z,Nottingham Forest 1-1 Ipswich (5-4 pens): FA Cup fifth round – as it happened,https://www.theguardian.com/football/live/2025/mar/03/nottingham-forest-v-ipswich-fa-cup-fifth-round-live,https://content.guardianapis.com/football/live/2025/mar/03/nottingham-forest-v-ipswich-fa-cup-fifth-round-live,False,pillar/sport,Sport
artanddesign/2025/feb/01/strange-surreal-and-sexy-31-images-that-changed-the-way-we-see-our-bodies,article,artanddesign,Art and design,2025-02-01T07:00:36Z,"Strange, surreal and sexy: 31 images that changed the way we see our bodies",https://www.theguardian.com/artanddesign/2025/feb/01/strange-surreal-and-sexy-31-images-that-changed-the-way-we-see-our-bodies,https://content.guardianapis.com/artanddesign/2025/feb/01/strange-surreal-and-sexy-31-images-that-changed-the-way-we-see-our-bodies,False,pillar/arts,Arts
us-news/live/2025/jan/09/us-politics-jimmy-carter-funeral-donald-trump-joe-biden-latest-updates,liveblog,us-news,US news,2025-01-09T21:03:31Z,Joe Biden hails Jimmy Carter’s character in eulogy at memorial service celebrating former president’s long life – as it happened,https://www.theguardian.com/us-news/live/2025/jan/09/us-politics-jimmy-carter-funeral-donald-trump-joe-biden-latest-updates,https://content.guardianapis.com/us-news/live/2025/jan/09/us-politics-jimmy-carter-funeral-donald-trump-joe-biden-latest-updates,False,pillar/news,News
football/live/2025/mar/21/weekend-countdown-england-albania-wembley-world-cup-qualifying,liveblog,football,Football,2025-03-21T17:29:57Z,"Rogers pushing for England start, Club León kicked out of Club World Cup: football – as it happened",https://www.theguardian.com/football/live/2025/mar/21/weekend-countdown-england-albania-wembley-world-cup-qualifying,https://content.guardianapis.com/football/live/2025/mar/21/weekend-countdown-england-albania-wembley-world-cup-qualifying,False,pillar/sport,Sport
world/live/2025/feb/10/middle-east-crisis-live-palestinians-complete-destruction-northern-gaza-latest-news,liveblog,world,World news,2025-02-10T20:02:07Z,Middle East crisis: Hamas official calls Trump’s latest Gaza remarks ‘absurd’ after delaying hostage releases – as it happened,https://www.theguardian.com/world/live/2025/feb/10/middle-east-crisis-live-palestinians-complete-destruction-northern-gaza-latest-news,https://content.guardianapis.com/world/live/2025/feb/10/middle-east-crisis-live-palestinians-complete-destruction-northern-gaza-latest-news,False,pillar/news,News
australia-news/live/2025/jan/26/news-live-invasion-day-australia-day-rallies-protests-indigenous-australians-heatwave-weather-anthony-albanese-peter-dutton,liveblog,australia-news,Australia news,2025-01-26T07:22:48Z,Dutton says Australians ‘shouldn’t be afraid’ to celebrate Australia Day – As it happened,https://www.theguardian.com/australia-news/live/2025/jan/26/news-live-invasion-day-australia-day-rallies-protests-indigenous-australians-heatwave-weather-anthony-albanese-peter-dutton,https://content.guardianapis.com/australia-news/live/2025/jan/26/news-live-invasion-day-australia-day-rallies-protests-indigenous-australians-heatwave-weather-anthony-albanese-peter-dutton,False,pillar/news,News
politics/live/2025/feb/06/kemi-badenoch-tory-staff-immigration-keir-starmer-uk-politics-live-news,liveblog,politics,Politics,2025-02-06T18:04:22Z,Bridget Phillipson accused of having ‘Marxist ideological dislike of academies’ by Tory-linked headteacher – as it happened,https://www.theguardian.com/politics/live/2025/feb/06/kemi-badenoch-tory-staff-immigration-keir-starmer-uk-politics-live-news,https://content.guardianapis.com/politics/live/2025/feb/06/kemi-badenoch-tory-staff-immigration-keir-starmer-uk-politics-live-news,False,pillar/news,News
football/live/2025/feb/03/transfer-deadline-day-rashford-tel-chilwell-disasi-live,liveblog,football,Football,2025-02-04T00:34:46Z,"Transfer deadline day: City sign González, Tel seals Spurs loan – as it happened",https://www.theguardian.com/football/live/2025/feb/03/transfer-deadline-day-rashford-tel-chilwell-disasi-live,https://content.guardianapis.com/football/live/2025/feb/03/transfer-deadline-day-rashford-tel-chilwell-disasi-live,False,pillar/sport,Sport
australia-news/live/2025/jan/21/australia-news-politics-live-rupert-murdoch-trump-president-anthony-albanese-peter-dutton-election-campaign,liveblog,australia-news,Australia news,2025-01-21T08:05:49Z,National cabinet meets over antisemitic attacks – as it happened,https://www.theguardian.com/australia-news/live/2025/jan/21/australia-news-politics-live-rupert-murdoch-trump-president-anthony-albanese-peter-dutton-election-campaign,https://content.guardianapis.com/australia-news/live/2025/jan/21/australia-news-politics-live-rupert-murdoch-trump-president-anthony-albanese-peter-dutton-election-campaign,False,pillar/news,News
us-news/live/2025/feb/04/donald-trump-tariffs-live-blog-news-updates-canada-trudeau-mexico-china,liveblog,us-news,US news,2025-02-05T03:49:42Z,Democrats and protesters rally outside treasury department to protest Elon Musk’s access to sensitive information – as it happened,https://www.theguardian.com/us-news/live/2025/feb/04/donald-trump-tariffs-live-blog-news-updates-canada-trudeau-mexico-china,https://content.guardianapis.com/us-news/live/2025/feb/04/donald-trump-tariffs-live-blog-news-updates-canada-trudeau-mexico-china,False,pillar/news,News
